transaction_id,timestamp,merchant_name,Unnamed: 3,merchant_category,amount,payment_mode,is_recurring,user_balance_pre,label_category,label_urgency
TXN0545,2026-01-03 18:02:00,UPI-MSEB@SBI,,Utilities,14238,Net Banking,False,5720,Red,Critical
TXN0546,2026-01-19 07:23:00,Flipkart,,Shopping,27859,UPI,False,92487,Yellow,Discretionary
TXN0547,2026-01-04 14:18:00,Spotify India,,Subscriptions,5578,Debit Card,True,41120,Yellow,Discretionary
TXN0548,2026-01-29 20:49:00,Spotify India,,Subscriptions,25706,UPI,True,77365,Yellow,Discretionary
TXN0549,2026-01-03 15:14:00,Flipkart,,Shopping,47938,Debit Card,False,31778,Yellow,Discretionary
TXN0550,2026-01-28 20:47:00,UPI-SWIGGY@ICICI,,Dining,7701,UPI,False,59924,Yellow,Discretionary
TXN0551,2026-02-02 05:12:00,Amazon India,,Shopping,7927,Debit Card,False,2160,Yellow,Discretionary
TXN0552,2026-01-24 19:15:00,UPI-BSESRAJASTHAN@HDFC,,Utilities,32632,Credit Card,False,45943,Red,Critical
TXN0553,2026-01-13 05:33:00,SBI Home Loan,,Mortgage,8418,UPI,False,98774,Red,Critical
TXN0554,2026-01-24 20:11:00,UPI-MSEB@SBI,,Utilities,28236,UPI,False,36149,Red,Critical
TXN0555,2026-01-24 05:54:00,Apollo Pharmacy,,Healthcare,32615,Credit Card,False,60163,Orange,Necessary
TXN0556,2026-01-17 17:36:00,Dmart,,Groceries,37251,Debit Card,False,22373,Orange,Necessary
TXN0557,2026-02-02 21:28:00,Apollo Pharmacy,,Healthcare,37711,UPI,False,88858,Orange,Necessary
TXN0558,2026-01-03 00:06:00,Metro Card Recharge,,Commuting,33446,UPI,False,836,Orange,Necessary
TXN0559,2026-01-18 10:18:00,Uber,,Commuting,31017,Debit Card,False,48207,Orange,Necessary
TXN0560,2026-02-03 17:00:00,HDFC Home Loan,,Mortgage,36332,Net Banking,False,94088,Red,Critical
TXN0561,2026-02-02 18:44:00,Ola,,Commuting,16370,Credit Card,False,55059,Orange,Necessary
TXN0562,2026-01-06 10:25:00,Apollo Pharmacy,,Healthcare,37556,UPI,False,49364,Orange,Necessary
TXN0563,2026-01-19 05:55:00,HDFC Home Loan,,Mortgage,33901,UPI,True,6519,Red,Critical
TXN0564,2026-01-04 22:21:00,Loan EMI,,Financial,20461,Net Banking,True,43399,Red,Critical
TXN0565,2026-01-26 15:49:00,UPI-MSEB@SBI,,Utilities,13251,Credit Card,True,38719,Red,Critical
TXN0566,2026-01-23 10:52:00,Ola,,Commuting,24235,Debit Card,False,78054,Orange,Necessary
TXN0567,2026-01-02 02:06:00,Uber,,Commuting,517,Debit Card,False,54244,Orange,Necessary
TXN0568,2026-02-04 12:57:00,IRCTC,,Travel,22055,Net Banking,False,691,Yellow,Discretionary
TXN0569,2026-01-11 20:08:00,Amazon India,,Shopping,13547,Net Banking,False,69943,Yellow,Discretionary
TXN0570,2026-01-13 17:38:00,UPI-UNKNOWN,,Miscellaneous,9430,UPI,False,93777,Yellow,Discretionary
TXN0571,2026-02-01 21:30:00,Rajesh General Store,,Groceries,34162,Credit Card,False,54640,Orange,Necessary
TXN0572,2026-01-24 00:03:00,Credit Card Bill,,Financial,38161,Debit Card,True,13027,Red,Critical
TXN0573,2026-01-03 20:01:00,HP Petrol Pump,,Fuel,38890,Net Banking,False,74925,Orange,Necessary
TXN0574,2026-01-15 08:04:00,VPA-Netflix@PAYTM,,Subscriptions,19215,Net Banking,True,34708,Yellow,Discretionary
TXN0575,2026-01-11 15:09:00,Udemy,,Education,29771,UPI,False,36145,Orange,Necessary
TXN0576,2026-01-08 01:44:00,LIC Premium Payment,,Insurance,38419,UPI,True,14783,Red,Critical
TXN0577,2026-01-19 12:01:00,SBI Home Loan,,Mortgage,30643,UPI,False,41660,Red,Critical
TXN0578,2026-01-22 02:05:00,IRCTC,,Travel,29716,Credit Card,False,40910,Yellow,Discretionary
TXN0579,2026-01-14 20:17:00,UPI-PVR@PAYTM,,Entertainment,10429,UPI,False,90422,Yellow,Discretionary
TXN0580,2026-02-02 08:46:00,HDFC Life,,Insurance,9820,Debit Card,True,12455,Red,Critical
TXN0581,2026-01-31 19:39:00,MakeMyTrip,,Travel,33750,Credit Card,False,6916,Yellow,Discretionary
TXN0582,2026-01-21 13:55:00,Apollo Pharmacy,,Healthcare,2136,Debit Card,False,53504,Orange,Necessary
TXN0583,2026-01-06 12:39:00,INOX Movies,,Entertainment,6778,UPI,False,18822,Yellow,Discretionary
TXN0584,2026-01-19 05:32:00,Rajesh General Store,,Groceries,8666,Credit Card,False,26469,Orange,Necessary
TXN0585,2026-01-03 22:25:00,UPI-SWIGGY@ICICI,,Dining,5014,Debit Card,False,3357,Yellow,Discretionary
TXN0586,2026-01-06 13:49:00,Credit Card Bill,,Financial,6127,UPI,True,43956,Red,Critical
TXN0587,2026-01-20 17:07:00,Credit Card Bill,,Financial,11109,Net Banking,True,75720,Red,Critical
TXN0588,2026-01-20 10:01:00,UPI-UNKNOWN,,Miscellaneous,25182,Debit Card,False,90050,Yellow,Discretionary
TXN0589,2026-01-13 17:40:00,IRCTC,,Travel,12365,Net Banking,False,36542,Yellow,Discretionary
TXN0590,2026-01-29 01:54:00,VPA-Netflix@PAYTM,,Subscriptions,40346,Debit Card,True,81656,Yellow,Discretionary
TXN0591,2026-01-22 19:13:00,Flipkart,,Shopping,27100,UPI,False,72679,Yellow,Discretionary
TXN0592,2026-01-20 01:54:00,UPI-SWIGGY@ICICI,,Dining,25201,Debit Card,False,18487,Yellow,Discretionary
TXN0593,2026-01-18 09:47:00,Metro Card Recharge,,Commuting,35729,Credit Card,False,3059,Orange,Necessary
TXN0594,2026-01-23 20:44:00,QR-PAYMENT,,Miscellaneous,22646,Credit Card,False,74641,Yellow,Discretionary
TXN0595,2026-01-15 12:17:00,Indian Oil,,Fuel,11884,Debit Card,False,3916,Orange,Necessary
TXN0596,2026-01-25 02:16:00,UPI-MSEB@SBI,,Utilities,3939,Credit Card,True,62324,Red,Critical
TXN0597,2026-01-30 21:28:00,Uber,,Commuting,6662,Debit Card,False,32987,Orange,Necessary
TXN0598,2026-01-18 16:15:00,Apollo Pharmacy,,Healthcare,14479,Credit Card,False,75957,Orange,Necessary
TXN0599,2026-01-15 11:20:00,HDFC Home Loan,,Mortgage,15602,Credit Card,True,78162,Red,Critical
TXN0600,2026-01-26 20:01:00,TATA POWER,,Utilities,46011,Debit Card,True,46595,Red,Critical
TXN0601,2026-01-08 23:45:00,HDFC Life,,Insurance,35628,Net Banking,True,41008,Red,Critical
TXN0602,2026-01-28 09:10:00,Rajesh General Store,,Groceries,3781,Debit Card,False,30990,Orange,Necessary
TXN0603,2026-01-16 02:20:00,TATA POWER,,Utilities,31425,Debit Card,False,589,Red,Critical
TXN0604,2026-01-15 17:26:00,Spotify India,,Subscriptions,47085,UPI,True,23760,Yellow,Discretionary
TXN0605,2026-01-07 10:43:00,UPI-BSESRAJASTHAN@HDFC,,Utilities,38544,UPI,False,92865,Red,Critical
TXN0606,2026-01-31 03:13:00,IRCTC,,Travel,24583,Net Banking,False,92845,Yellow,Discretionary
TXN0607,2026-01-07 05:02:00,INOX Movies,,Entertainment,19876,Debit Card,False,42784,Yellow,Discretionary
TXN0608,2026-01-08 22:16:00,Urban Company,,Personal_Care,42644,Credit Card,False,42086,Yellow,Discretionary
TXN0609,2026-01-18 05:17:00,Metro Card Recharge,,Commuting,38697,Credit Card,False,23483,Orange,Necessary
TXN0610,2026-01-01 01:57:00,Amazon India,,Shopping,11746,Net Banking,False,96029,Yellow,Discretionary
TXN0611,2026-01-28 19:47:00,Rajesh General Store,,Groceries,39578,Debit Card,False,42209,Orange,Necessary
TXN0612,2026-02-03 22:06:00,INOX Movies,,Entertainment,9317,UPI,False,43906,Yellow,Discretionary
TXN0613,2026-01-29 22:53:00,Ola,,Commuting,21039,UPI,False,22505,Orange,Necessary
TXN0614,2026-01-10 13:01:00,Udemy,,Education,846,Debit Card,False,35261,Orange,Necessary
TXN0615,2026-02-02 18:53:00,UPI-SWIGGY@ICICI,,Dining,16920,UPI,False,14660,Yellow,Discretionary
TXN0616,2026-01-20 02:22:00,Dmart,,Groceries,28819,Debit Card,False,96521,Orange,Necessary
TXN0617,2026-01-25 20:24:00,Urban Company,,Personal_Care,24919,Net Banking,False,46536,Yellow,Discretionary
TXN0618,2026-02-04 12:12:00,INOX Movies,,Entertainment,37983,Debit Card,False,85823,Yellow,Discretionary
TXN0619,2026-01-14 10:07:00,SBI Home Loan,,Mortgage,4930,UPI,True,4879,Red,Critical
TXN0620,2026-01-16 13:20:00,Udemy,,Education,6963,Debit Card,False,10225,Orange,Necessary
TXN0621,2026-01-25 21:31:00,HP Petrol Pump,,Fuel,48071,UPI,False,10330,Orange,Necessary
TXN0622,2026-02-02 01:30:00,College Fee,,Education,40315,UPI,False,63773,Orange,Necessary
TXN0623,2026-01-08 03:35:00,Lakme Salon,,Personal_Care,39901,UPI,False,57411,Yellow,Discretionary
TXN0624,2026-01-19 15:02:00,INOX Movies,,Entertainment,13570,Credit Card,False,25401,Yellow,Discretionary
TXN0625,2026-01-03 06:12:00,Flipkart,,Shopping,15667,Net Banking,False,13071,Yellow,Discretionary
TXN0626,2026-01-01 04:10:00,UPI-UNKNOWN,,Miscellaneous,3672,Net Banking,False,47794,Yellow,Discretionary
TXN0627,2026-01-28 07:35:00,UPI-SWIGGY@ICICI,,Dining,43486,Net Banking,False,82431,Yellow,Discretionary
TXN0628,2026-01-08 18:35:00,LIC Premium Payment,,Insurance,1786,Credit Card,False,27625,Red,Critical
TXN0629,2026-01-19 02:08:00,UPI-SWIGGY@ICICI,,Dining,7669,Net Banking,False,40916,Yellow,Discretionary
TXN0630,2026-01-25 18:19:00,QR-PAYMENT,,Miscellaneous,6072,Net Banking,False,84630,Yellow,Discretionary
TXN0631,2026-01-09 11:47:00,SBI Home Loan,,Mortgage,25098,Net Banking,True,48918,Red,Critical
TXN0632,2026-01-12 23:42:00,Dmart,,Groceries,28918,Debit Card,False,61456,Orange,Necessary
TXN0633,2026-02-01 16:43:00,Apollo Pharmacy,,Healthcare,10004,UPI,False,99096,Orange,Necessary
TXN0634,2026-02-04 10:15:00,UPI-SWIGGY@ICICI,,Dining,35584,Debit Card,False,54762,Yellow,Discretionary
TXN0635,2026-01-25 08:55:00,Dmart,,Groceries,34347,Net Banking,False,55370,Orange,Necessary
TXN0636,2026-01-18 23:13:00,Ola,,Commuting,19685,UPI,False,10848,Orange,Necessary
TXN0637,2026-01-08 20:49:00,VPA-Netflix@PAYTM,,Subscriptions,49723,Debit Card,True,59356,Yellow,Discretionary
TXN0638,2026-01-20 06:26:00,LIC Premium Payment,,Insurance,8369,UPI,True,6093,Red,Critical
TXN0639,2026-01-28 01:57:00,Lakme Salon,,Personal_Care,41205,Credit Card,False,19882,Yellow,Discretionary
TXN0640,2026-01-18 15:54:00,College Fee,,Education,4491,Net Banking,False,11906,Orange,Necessary
TXN0641,2026-01-01 13:30:00,Udemy,,Education,34158,Net Banking,False,60551,Orange,Necessary
TXN0642,2026-01-26 18:52:00,INOX Movies,,Entertainment,9906,UPI,False,19924,Yellow,Discretionary
TXN0643,2026-01-16 15:35:00,UPI-PVR@PAYTM,,Entertainment,18849,Net Banking,False,70706,Yellow,Discretionary
TXN0644,2026-01-27 00:48:00,Fortis Hospital,,Healthcare,43012,Net Banking,False,64146,Orange,Necessary
TXN0645,2026-01-07 13:07:00,Rajesh General Store,,Groceries,18149,Net Banking,False,53318,Orange,Necessary
TXN0646,2026-01-11 19:29:00,Dmart,,Groceries,21824,UPI,False,91007,Orange,Necessary
TXN0647,2026-01-16 09:02:00,QR-PAYMENT,,Miscellaneous,24508,Credit Card,False,3151,Yellow,Discretionary
TXN0648,2026-02-01 04:02:00,Flipkart,,Shopping,32318,UPI,False,91750,Yellow,Discretionary
TXN0649,2026-01-21 03:59:00,Uber,,Commuting,19792,Credit Card,False,97981,Orange,Necessary
TXN0650,2026-01-05 01:31:00,Fortis Hospital,,Healthcare,39747,Debit Card,False,85114,Orange,Necessary
TXN0651,2026-01-23 01:09:00,Credit Card Bill,,Financial,26784,Credit Card,True,97617,Red,Critical
TXN0652,2026-01-15 03:49:00,Reliance Fresh,,Groceries,10518,Net Banking,False,9100,Orange,Necessary
TXN0653,2026-01-10 03:14:00,VPA-Netflix@PAYTM,,Subscriptions,11486,UPI,True,25765,Yellow,Discretionary
TXN0654,2026-01-17 09:37:00,Uber,,Commuting,30013,Debit Card,False,7126,Orange,Necessary
TXN0655,2026-01-19 01:34:00,Fortis Hospital,,Healthcare,30523,UPI,False,66707,Orange,Necessary
TXN0656,2026-01-28 00:51:00,UPI-BSESRAJASTHAN@HDFC,,Utilities,24509,Net Banking,True,64566,Red,Critical
TXN0657,2026-01-16 22:01:00,SBI Home Loan,,Mortgage,38561,Credit Card,False,72764,Red,Critical
TXN0658,2026-01-05 02:43:00,SBI Home Loan,,Mortgage,49183,Credit Card,True,90789,Red,Critical
TXN0659,2026-01-27 01:03:00,UPI-MSEB@SBI,,Utilities,3353,Debit Card,False,21852,Red,Critical
TXN0660,2026-01-10 09:48:00,Metro Card Recharge,,Commuting,14852,Credit Card,False,89326,Orange,Necessary
TXN0661,2026-01-22 13:50:00,Lakme Salon,,Personal_Care,44808,Debit Card,False,1666,Yellow,Discretionary
TXN0662,2026-01-28 16:28:00,HDFC Home Loan,,Mortgage,14764,Credit Card,True,33581,Red,Critical
TXN0663,2026-01-21 21:20:00,Fortis Hospital,,Healthcare,24772,Credit Card,False,46206,Orange,Necessary
TXN0664,2026-01-24 16:40:00,HDFC Life,,Insurance,19901,Net Banking,True,89261,Red,Critical
TXN0665,2026-01-18 00:45:00,UPI-PVR@PAYTM,,Entertainment,33622,Credit Card,False,87316,Yellow,Discretionary
TXN0666,2026-01-16 07:18:00,Amazon India,,Shopping,31671,Credit Card,False,8867,Yellow,Discretionary
TXN0667,2026-02-02 08:42:00,Udemy,,Education,17214,Credit Card,False,86498,Orange,Necessary
TXN0668,2026-01-03 14:00:00,LIC Premium Payment,,Insurance,34001,Net Banking,False,31996,Red,Critical
TXN0669,2026-01-02 03:48:00,College Fee,,Education,9270,Net Banking,False,95040,Orange,Necessary
TXN0670,2026-01-18 16:05:00,Flipkart,,Shopping,27531,UPI,False,53531,Yellow,Discretionary
TXN0671,2026-01-11 02:52:00,HDFC Life,,Insurance,47715,Net Banking,True,94002,Red,Critical
TXN0672,2026-01-26 09:45:00,MakeMyTrip,,Travel,11240,Debit Card,False,86694,Yellow,Discretionary
TXN0673,2026-02-03 17:16:00,Amazon India,,Shopping,30953,Credit Card,False,17269,Yellow,Discretionary
TXN0674,2026-01-11 02:45:00,SBI Home Loan,,Mortgage,42989,Credit Card,False,12204,Red,Critical
TXN0675,2026-01-16 01:53:00,Metro Card Recharge,,Commuting,20225,Credit Card,False,55612,Orange,Necessary
TXN0676,2026-01-22 09:57:00,Fortis Hospital,,Healthcare,30493,UPI,False,15937,Orange,Necessary
TXN0677,2026-01-06 10:52:00,UPI-SWIGGY@ICICI,,Dining,12849,Net Banking,False,66098,Yellow,Discretionary
TXN0678,2026-01-07 06:02:00,Flipkart,,Shopping,3643,Debit Card,False,20262,Yellow,Discretionary
TXN0679,2026-01-07 12:26:00,Udemy,,Education,37416,Credit Card,False,60474,Orange,Necessary
TXN0680,2026-01-29 17:15:00,HDFC Home Loan,,Mortgage,32054,Debit Card,False,44098,Red,Critical
TXN0681,2026-01-21 13:45:00,College Fee,,Education,3901,Credit Card,False,1117,Orange,Necessary
TXN0682,2026-01-23 06:44:00,LIC Premium Payment,,Insurance,37867,UPI,True,21266,Red,Critical
TXN0683,2026-01-19 08:36:00,Spotify India,,Subscriptions,41616,Net Banking,True,56783,Yellow,Discretionary
TXN0684,2026-01-25 07:01:00,QR-PAYMENT,,Miscellaneous,405,Debit Card,False,5444,Yellow,Discretionary
TXN0685,2026-01-25 04:01:00,IRCTC,,Travel,21216,Debit Card,False,99701,Yellow,Discretionary
TXN0686,2026-02-03 09:17:00,TATA POWER,,Utilities,370,Debit Card,True,82641,Red,Critical
TXN0687,2026-01-06 20:49:00,Metro Card Recharge,,Commuting,22667,UPI,False,41406,Orange,Necessary
TXN0688,2026-01-03 01:56:00,Indian Oil,,Fuel,11045,Credit Card,False,9057,Orange,Necessary
TXN0689,2026-01-28 03:23:00,Flipkart,,Shopping,47799,Credit Card,False,68695,Yellow,Discretionary
TXN0690,2026-01-17 08:23:00,Lakme Salon,,Personal_Care,22561,Debit Card,False,64748,Yellow,Discretionary
TXN0691,2026-01-11 05:01:00,SBI Home Loan,,Mortgage,1353,Debit Card,False,30439,Red,Critical
TXN0692,2026-01-08 16:34:00,LIC Premium Payment,,Insurance,38746,UPI,False,66643,Red,Critical
TXN0693,2026-01-12 15:23:00,IRCTC,,Travel,24688,UPI,False,84428,Yellow,Discretionary
TXN0694,2026-01-01 21:33:00,Reliance Fresh,,Groceries,7185,UPI,False,86164,Orange,Necessary
TXN0695,2026-01-06 14:59:00,INOX Movies,,Entertainment,29218,Credit Card,False,50340,Yellow,Discretionary
TXN0696,2026-02-01 05:00:00,UPI-UNKNOWN,,Miscellaneous,13567,UPI,False,91620,Yellow,Discretionary
TXN0697,2026-01-31 03:36:00,Flipkart,,Shopping,43462,Credit Card,False,13735,Yellow,Discretionary
TXN0698,2026-02-02 17:05:00,Spotify India,,Subscriptions,6975,UPI,True,67554,Yellow,Discretionary
TXN0699,2026-01-10 00:58:00,Amazon India,,Shopping,7064,Debit Card,False,65739,Yellow,Discretionary
TXN0700,2026-01-19 15:33:00,Apollo Pharmacy,,Healthcare,23556,Credit Card,False,92700,Orange,Necessary
TXN0701,2026-01-10 10:51:00,HDFC Home Loan,,Mortgage,36022,Net Banking,True,65558,Red,Critical
TXN0702,2026-01-31 13:36:00,Coursera,,Education,279,UPI,False,2171,Orange,Necessary
TXN0703,2026-01-24 06:55:00,INOX Movies,,Entertainment,9874,UPI,False,12307,Yellow,Discretionary
TXN0704,2026-01-21 18:53:00,INOX Movies,,Entertainment,42327,Credit Card,False,30798,Yellow,Discretionary
TXN0705,2026-01-08 22:49:00,Fortis Hospital,,Healthcare,3382,UPI,False,13582,Orange,Necessary
TXN0706,2026-01-20 09:18:00,Flipkart,,Shopping,44452,UPI,False,41487,Yellow,Discretionary
TXN0707,2026-01-31 04:33:00,UPI-PVR@PAYTM,,Entertainment,733,Debit Card,False,18639,Yellow,Discretionary
TXN0708,2026-01-13 05:03:00,Udemy,,Education,28786,UPI,False,82001,Orange,Necessary
TXN0709,2026-01-19 05:45:00,MakeMyTrip,,Travel,12084,Net Banking,False,15420,Yellow,Discretionary
TXN0710,2026-01-22 18:22:00,Loan EMI,,Financial,25378,Net Banking,True,90926,Red,Critical
TXN0711,2026-02-03 01:26:00,HDFC Home Loan,,Mortgage,8784,UPI,False,91748,Red,Critical
TXN0712,2026-01-22 23:12:00,HDFC Home Loan,,Mortgage,27364,Net Banking,False,77930,Red,Critical
TXN0713,2026-01-02 07:28:00,SBI Home Loan,,Mortgage,23601,Debit Card,True,80631,Red,Critical
TXN0714,2026-01-21 01:20:00,QR-PAYMENT,,Miscellaneous,7501,UPI,False,54407,Yellow,Discretionary
TXN0715,2026-01-01 13:30:00,UPI-SWIGGY@ICICI,,Dining,43024,Debit Card,False,41687,Yellow,Discretionary
TXN0716,2026-02-01 21:13:00,College Fee,,Education,34382,UPI,False,90709,Orange,Necessary
TXN0717,2026-01-31 04:56:00,Lakme Salon,,Personal_Care,31683,Net Banking,False,45818,Yellow,Discretionary
TXN0718,2026-01-08 03:24:00,VPA-Netflix@PAYTM,,Subscriptions,863,Net Banking,True,84831,Yellow,Discretionary
TXN0719,2026-01-23 09:00:00,UPI-UNKNOWN,,Miscellaneous,5006,Credit Card,False,98991,Yellow,Discretionary
TXN0720,2026-01-24 01:42:00,Ola,,Commuting,18329,Debit Card,False,7099,Orange,Necessary
TXN0721,2026-01-21 21:27:00,Indian Oil,,Fuel,15500,Net Banking,False,10832,Orange,Necessary
TXN0722,2026-01-15 09:13:00,Credit Card Bill,,Financial,32766,UPI,True,59098,Red,Critical
TXN0723,2026-01-19 18:23:00,UPI-UNKNOWN,,Miscellaneous,6826,UPI,False,53379,Yellow,Discretionary
TXN0724,2026-01-30 00:21:00,UPI-BSESRAJASTHAN@HDFC,,Utilities,39697,Credit Card,False,81642,Red,Critical
TXN0725,2026-01-03 11:16:00,HDFC Life,,Insurance,22438,Debit Card,False,48124,Red,Critical
TXN0726,2026-01-28 07:18:00,Loan EMI,,Financial,36810,Net Banking,False,81732,Red,Critical
TXN0727,2026-02-04 13:22:00,MakeMyTrip,,Travel,7572,Debit Card,False,13271,Yellow,Discretionary
TXN0728,2026-01-14 06:55:00,UPI-MSEB@SBI,,Utilities,23374,Credit Card,True,83555,Red,Critical
TXN0729,2026-01-07 09:24:00,UPI-PVR@PAYTM,,Entertainment,10858,Net Banking,False,65042,Yellow,Discretionary
TXN0730,2026-01-09 12:50:00,INOX Movies,,Entertainment,40132,UPI,False,26179,Yellow,Discretionary
TXN0731,2026-02-02 14:55:00,HP Petrol Pump,,Fuel,30052,Credit Card,False,25479,Orange,Necessary
TXN0732,2026-01-31 14:09:00,INOX Movies,,Entertainment,3147,UPI,False,83500,Yellow,Discretionary
TXN0733,2026-01-23 22:43:00,Loan EMI,,Financial,43252,Debit Card,True,77742,Red,Critical
TXN0734,2026-01-03 05:03:00,UPI-UNKNOWN,,Miscellaneous,34857,Net Banking,False,96997,Yellow,Discretionary
TXN0735,2026-01-08 21:40:00,UPI-UNKNOWN,,Miscellaneous,45438,Debit Card,False,76332,Yellow,Discretionary
TXN0736,2026-01-28 14:05:00,INOX Movies,,Entertainment,43191,Credit Card,False,79214,Yellow,Discretionary
TXN0737,2026-02-04 16:42:00,Indian Oil,,Fuel,40011,Debit Card,False,91269,Orange,Necessary
TXN0738,2026-01-21 14:37:00,Fortis Hospital,,Healthcare,22569,Debit Card,False,39057,Orange,Necessary
TXN0739,2026-02-04 01:28:00,Spotify India,,Subscriptions,39587,Credit Card,True,92252,Yellow,Discretionary
TXN0740,2026-01-29 18:56:00,College Fee,,Education,48388,Debit Card,False,73059,Orange,Necessary
TXN0741,2026-01-14 05:23:00,LIC Premium Payment,,Insurance,41005,Credit Card,True,94135,Red,Critical
TXN0742,2026-02-01 14:22:00,VPA-Netflix@PAYTM,,Subscriptions,33123,Credit Card,True,71605,Yellow,Discretionary
TXN0743,2026-01-27 12:34:00,INOX Movies,,Entertainment,36949,Net Banking,False,63463,Yellow,Discretionary
TXN0744,2026-01-05 20:17:00,Flipkart,,Shopping,936,UPI,False,69015,Yellow,Discretionary
TXN0745,2026-01-03 13:49:00,HP Petrol Pump,,Fuel,3577,Debit Card,False,88351,Orange,Necessary
TXN0746,2026-01-12 09:40:00,Apollo Pharmacy,,Healthcare,18883,Debit Card,False,90073,Orange,Necessary
TXN0747,2026-02-04 07:07:00,Reliance Fresh,,Groceries,19442,UPI,False,27238,Orange,Necessary
TXN0748,2026-01-31 17:51:00,MakeMyTrip,,Travel,6816,Debit Card,False,81254,Yellow,Discretionary
TXN0749,2026-01-14 02:10:00,HP Petrol Pump,,Fuel,33583,UPI,False,91742,Orange,Necessary
TXN0750,2026-01-15 05:30:00,Indian Oil,,Fuel,27400,UPI,False,90303,Orange,Necessary
TXN0751,2026-01-29 05:49:00,TATA POWER,,Utilities,16571,Net Banking,False,27119,Red,Critical
TXN0752,2026-01-30 11:23:00,Metro Card Recharge,,Commuting,46278,Credit Card,False,93501,Orange,Necessary
TXN0753,2026-01-09 01:47:00,LIC Premium Payment,,Insurance,19379,UPI,True,59327,Red,Critical
TXN0754,2026-01-06 10:21:00,HDFC Home Loan,,Mortgage,48274,Net Banking,True,67850,Red,Critical
TXN0755,2026-01-13 00:37:00,Dmart,,Groceries,18391,Debit Card,False,73454,Orange,Necessary
TXN0756,2026-01-22 05:21:00,SBI Home Loan,,Mortgage,469,Debit Card,True,43827,Red,Critical
TXN0757,2026-01-03 07:32:00,Rajesh General Store,,Groceries,21243,Credit Card,False,78734,Orange,Necessary
TXN0758,2026-01-15 11:11:00,QR-PAYMENT,,Miscellaneous,4876,Debit Card,False,93257,Yellow,Discretionary
TXN0759,2026-01-19 22:18:00,HDFC Home Loan,,Mortgage,33204,Net Banking,False,21389,Red,Critical
TXN0760,2026-01-31 04:32:00,UPI-SWIGGY@ICICI,,Dining,14596,Credit Card,False,28464,Yellow,Discretionary
TXN0761,2026-02-04 06:06:00,Udemy,,Education,19339,Net Banking,False,29132,Orange,Necessary
TXN0762,2026-01-21 06:47:00,UPI-BSESRAJASTHAN@HDFC,,Utilities,43939,Debit Card,True,45851,Red,Critical
TXN0763,2026-01-18 08:33:00,Uber,,Commuting,44831,UPI,False,42565,Orange,Necessary
TXN0764,2026-01-13 20:55:00,Indian Oil,,Fuel,35504,UPI,False,95392,Orange,Necessary
TXN0765,2026-01-14 11:47:00,MakeMyTrip,,Travel,32003,Debit Card,False,6247,Yellow,Discretionary
TXN0766,2026-01-08 14:50:00,College Fee,,Education,5496,UPI,False,13077,Orange,Necessary
TXN0767,2026-01-10 16:50:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,44031,Net Banking,False,83011,Yellow,Discretionary
TXN0768,2026-02-03 17:46:00,UPI-PVR@PAYTM,,Entertainment,35342,Net Banking,False,92609,Yellow,Discretionary
TXN0769,2026-02-02 15:00:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,1656,Credit Card,False,60691,Yellow,Discretionary
TXN0770,2026-01-09 02:24:00,Rajesh General Store,,Groceries,4900,Credit Card,False,7613,Orange,Necessary
TXN0771,2026-01-18 15:50:00,UPI-ZOMATO-PAYMENTS@HDFC,,Dining,17050,Net Banking,False,53929,Yellow,Discretionary
TXN0772,2026-01-18 17:26:00,Indian Oil,,Fuel,20835,UPI,False,2713,Orange,Necessary
TXN0773,2026-01-03 21:04:00,TATA POWER,,Utilities,47304,UPI,False,81548,Red,Critical
TXN0774,2026-01-14 04:34:00,UPI-SWIGGY@ICICI,,Dining,33053,Credit Card,False,14411,Yellow,Discretionary
TXN0775,2026-01-18 23:34:00,UPI-SWIGGY@ICICI,,Dining,28783,UPI,False,50492,Yellow,Discretionary
TXN0776,2026-01-07 04:57:00,UPI-UNKNOWN,,Miscellaneous,35061,Net Banking,False,29318,Yellow,Discretionary
TXN0777,2026-02-03 04:37:00,Amazon India,,Shopping,19633,Credit Card,False,89273,Yellow,Discretionary
TXN0778,2026-01-06 14:36:00,TATA POWER,,Utilities,36477,UPI,False,19030,Red,Critical
TXN0779,2026-01-25 10:42:00,TATA POWER,,Utilities,39202,UPI,False,52153,Red,Critical
TXN0780,2026-02-03 00:55:00,Amazon India,,Shopping,49140,Credit Card,False,97680,Yellow,Discretionary
TXN0781,2026-01-07 11:35:00,HDFC Life,,Insurance,42431,Debit Card,True,67681,Red,Critical
TXN0782,2026-01-09 20:15:00,HDFC Home Loan,,Mortgage,40528,UPI,False,33627,Red,Critical
TXN0783,2026-01-21 23:49:00,HDFC Home Loan,,Mortgage,49320,UPI,False,72439,Red,Critical
TXN0784,2026-01-09 23:37:00,Amazon India,,Shopping,16529,Net Banking,False,13371,Yellow,Discretionary
TXN0785,2026-01-30 19:57:00,Udemy,,Education,8502,Debit Card,False,88488,Orange,Necessary
TXN0786,2026-01-09 19:21:00,INOX Movies,,Entertainment,40700,Credit Card,False,9649,Yellow,Discretionary
TXN0787,2026-01-31 00:15:00,QR-PAYMENT,,Miscellaneous,21618,Credit Card,False,81285,Yellow,Discretionary
