merchant_name,merchant_category,amount,is_recurring,user_balance_pre,hour,day_of_week,label_category_enc,label_urgency_enc
30,9,13567,0,91620,5,6,0,0
6,12,43462,0,13735,3,5,0,0
24,13,6975,1,67554,17,0,0,0
0,12,7064,0,65739,0,5,0,0
1,7,23556,0,92700,15,0,1,1
8,10,36022,1,65558,10,5,2,2
3,2,279,0,2171,13,5,1,1
11,3,9874,0,12307,6,5,0,0
11,3,42327,0,30798,18,2,0,0
7,7,3382,0,13582,22,3,1,1
6,12,44452,0,41487,9,1,0,0
28,3,733,0,18639,4,5,0,0
33,2,28786,0,82001,5,1,1,1
17,14,12084,0,15420,5,0,0,0
16,4,25378,1,90926,18,3,2,2
8,10,8784,0,91748,1,1,2,2
8,10,27364,0,77930,23,3,2,2
23,10,23601,1,80631,7,4,2,2
20,9,7501,0,54407,1,2,0,0
29,1,43024,0,41687,13,3,0,0
2,2,34382,0,90709,21,6,1,1
15,11,31683,0,45818,4,5,0,0
35,13,863,1,84831,3,3,0,0
30,9,5006,0,98991,9,4,0,0
19,0,18329,0,7099,1,5,1,1
13,5,15500,0,10832,21,2,1,1
4,4,32766,1,59098,9,3,2,2
30,9,6826,0,53379,18,0,0,0
26,15,39697,0,81642,0,4,2,2
9,8,22438,0,48124,11,5,2,2
16,4,36810,0,81732,7,2,2,2
17,14,7572,0,13271,13,2,0,0
27,15,23374,1,83555,6,2,2,2
28,3,10858,0,65042,9,2,0,0
11,3,40132,0,26179,12,4,0,0
10,5,30052,0,25479,14,0,1,1
11,3,3147,0,83500,14,5,0,0
16,4,43252,1,77742,22,4,2,2
30,9,34857,0,96997,5,5,0,0
30,9,45438,0,76332,21,3,0,0
11,3,43191,0,79214,14,2,0,0
13,5,40011,0,91269,16,2,1,1
7,7,22569,0,39057,14,2,1,1
24,13,39587,1,92252,1,2,0,0
2,2,48388,0,73059,18,3,1,1
14,8,41005,1,94135,5,2,2,2
35,13,33123,1,71605,14,6,0,0
11,3,36949,0,63463,12,1,0,0
6,12,936,0,69015,20,0,0,0
10,5,3577,0,88351,13,5,1,1
1,7,18883,0,90073,9,0,1,1
22,6,19442,0,27238,7,2,1,1
17,14,6816,0,81254,17,5,0,0
10,5,33583,0,91742,2,2,1,1
13,5,27400,0,90303,5,3,1,1
25,15,16571,0,27119,5,3,2,2
18,0,46278,0,93501,11,4,1,1
14,8,19379,1,59327,1,4,2,2
8,10,48274,1,67850,10,1,2,2
5,6,18391,0,73454,0,1,1,1
23,10,469,1,43827,5,3,2,2
21,6,21243,0,78734,7,5,1,1
20,9,4876,0,93257,11,3,0,0
8,10,33204,0,21389,22,0,2,2
29,1,14596,0,28464,4,5,0,0
33,2,19339,0,29132,6,2,1,1
26,15,43939,1,45851,6,2,2,2
32,0,44831,0,42565,8,6,1,1
13,5,35504,0,95392,20,1,1,1
17,14,32003,0,6247,11,2,0,0
2,2,5496,0,13077,14,3,1,1
31,1,44031,0,83011,16,5,0,0
28,3,35342,0,92609,17,1,0,0
31,1,1656,0,60691,15,0,0,0
21,6,4900,0,7613,2,4,1,1
31,1,17050,0,53929,15,6,0,0
13,5,20835,0,2713,17,6,1,1
25,15,47304,0,81548,21,5,2,2
29,1,33053,0,14411,4,2,0,0
29,1,28783,0,50492,23,6,0,0
30,9,35061,0,29318,4,2,0,0
0,12,19633,0,89273,4,1,0,0
25,15,36477,0,19030,14,1,2,2
25,15,39202,0,52153,10,6,2,2
0,12,49140,0,97680,0,1,0,0
9,8,42431,1,67681,11,2,2,2
8,10,40528,0,33627,20,4,2,2
8,10,49320,0,72439,23,2,2,2
0,12,16529,0,13371,23,4,0,0
33,2,8502,0,88488,19,4,1,1
11,3,40700,0,9649,19,4,0,0
20,9,21618,0,81285,0,5,0,0
24,13,20831,1,56639,16,3,0,0
3,2,14617,0,93849,16,1,1,1
7,7,8901,0,89573,8,1,1,1
20,9,29286,0,47520,21,2,0,0
28,3,42406,0,80011,17,6,0,0
35,13,17351,1,96647,12,3,0,0
31,1,33338,0,83288,10,4,0,0
14,8,36249,1,34659,17,6,2,2
24,13,25822,1,29769,20,1,0,0
24,13,32941,1,67400,2,0,0,0
12,14,43529,0,31810,22,2,0,0
24,13,10534,1,23980,18,0,0,0
20,9,2748,0,29181,15,2,0,0
32,0,17424,0,48922,15,6,1,1
9,8,25534,1,62061,16,2,2,2
22,6,21338,0,14029,0,0,1,1
1,7,24784,0,86178,5,6,1,1
29,1,24763,0,29715,12,5,0,0
17,14,32006,0,63691,11,2,0,0
24,13,10953,1,30645,12,6,0,0
14,8,12349,1,21125,11,5,2,2
19,0,21741,0,94905,3,1,1,1
20,9,13908,0,77936,8,3,0,0
26,15,2927,0,17262,2,1,2,2
35,13,37604,1,19749,13,5,0,0
1,7,33958,0,53643,6,2,1,1
0,12,14294,0,59377,14,2,0,0
30,9,14476,0,54340,8,2,0,0
23,10,11091,0,95420,4,6,2,2
4,4,15161,1,50072,13,6,2,2
28,3,13361,0,69012,22,4,0,0
35,13,11727,1,62873,23,2,0,0
28,3,31704,0,86927,22,1,0,0
34,11,24373,0,6193,18,6,0,0
19,0,25084,0,46443,19,1,1,1
15,11,16780,0,63039,13,6,0,0
6,12,16995,0,25275,5,3,0,0
28,3,24677,0,86292,8,5,0,0
34,11,7085,0,20787,9,1,0,0
7,7,37106,0,48425,20,2,1,1
10,5,27181,0,72865,9,0,1,1
23,10,36740,1,73233,0,4,2,2
6,12,46335,0,52683,11,1,0,0
28,3,29368,0,92160,8,3,0,0
9,8,22279,1,72665,22,2,2,2
23,10,41772,0,1193,3,0,2,2
20,9,5876,0,8899,23,0,0,0
12,14,40013,0,5448,23,0,0,0
13,5,46735,0,78811,14,5,1,1
20,9,801,0,26938,21,4,0,0
14,8,39389,0,67418,11,5,2,2
8,10,23675,0,31859,19,4,2,2
8,10,18183,0,52854,1,5,2,2
10,5,34030,0,2514,12,1,1,1
29,1,47688,0,73784,12,1,0,0
17,14,14930,0,79977,20,4,0,0
10,5,17211,0,23442,12,0,1,1
29,1,22380,0,15836,8,5,0,0
7,7,24812,0,74315,0,4,1,1
33,2,44768,0,60887,16,1,1,1
30,9,16996,0,9354,9,6,0,0
19,0,27128,0,46781,12,5,1,1
1,7,18927,0,12690,3,0,1,1
31,1,31331,0,41639,2,5,0,0
1,7,49000,0,90036,15,4,1,1
14,8,48297,1,32226,1,1,2,2
32,0,16464,0,81580,4,5,1,1
28,3,5243,0,89080,4,5,0,0
25,15,2869,0,63714,21,5,2,2
20,9,32265,0,24469,6,5,0,0
10,5,49263,0,76084,20,1,1,1
34,11,35539,0,4768,20,4,0,0
10,5,30062,0,16276,18,6,1,1
2,2,651,0,2049,16,5,1,1
10,5,21427,0,47895,21,2,1,1
23,10,15641,1,35811,10,3,2,2
12,14,32787,0,56067,13,5,0,0
17,14,26353,0,37151,12,2,0,0
35,13,6645,1,94978,6,1,0,0
34,11,12949,0,19616,14,1,0,0
30,9,11674,0,55749,17,4,0,0
33,2,19763,0,33395,14,0,1,1
10,5,45355,0,21909,17,5,1,1
7,7,41378,0,13122,11,2,1,1
7,7,23713,0,73946,8,0,1,1
12,14,27085,0,16390,23,4,0,0
23,10,23372,0,43110,15,5,2,2
4,4,25073,1,80934,0,2,2,2
35,13,42081,1,44722,4,1,0,0
31,1,10716,0,45539,9,6,0,0
2,2,19194,0,93617,4,1,1,1
7,7,23900,0,98528,17,1,1,1
15,11,12151,0,3527,16,1,0,0
1,7,13900,0,22377,1,0,1,1
28,3,31110,0,72384,10,5,0,0
10,5,6911,0,34900,3,3,1,1
29,1,20374,0,30562,6,0,0,0
4,4,8703,1,69541,18,3,2,2
22,6,23485,0,43124,16,3,1,1
7,7,8954,0,91938,13,6,1,1
16,4,34405,0,84358,2,4,2,2
17,14,35467,0,30270,1,0,0,0
6,12,27114,0,34553,2,3,0,0
26,15,34396,1,99891,4,2,2,2
6,12,35168,0,1590,7,6,0,0
20,9,698,0,56918,7,2,0,0
25,15,24587,0,25216,17,0,2,2
10,5,10800,0,94208,13,1,1,1
10,5,17334,0,10882,5,1,1,1
7,7,42597,0,97876,5,6,1,1
15,11,4586,0,24408,5,2,0,0
11,3,40583,0,59845,9,1,0,0
9,8,1371,0,20442,6,5,2,2
8,10,18588,1,35783,16,1,2,2
26,15,6011,1,20250,16,3,2,2
9,8,27641,0,41338,16,4,2,2
4,4,21743,1,11015,3,2,2,2
5,6,25817,0,9856,17,6,1,1
8,10,16489,1,50514,13,3,2,2
19,0,29129,0,32896,13,1,1,1
9,8,48290,0,12815,17,5,2,2
20,9,44759,0,41408,16,3,0,0
22,6,36117,0,68778,13,1,1,1
20,9,13123,0,47741,8,5,0,0
28,3,41578,0,57406,18,3,0,0
23,10,38418,1,16182,0,0,2,2
26,15,38181,1,91038,15,3,2,2
12,14,16400,0,21169,18,4,0,0
2,2,4035,0,8334,4,5,1,1
28,3,32071,0,30997,9,3,0,0
4,4,1499,1,90841,4,6,2,2
24,13,2687,1,64109,3,0,0,0
6,12,12537,0,74778,11,4,0,0
2,2,30796,0,36587,5,2,1,1
31,1,29550,0,39254,23,0,0,0
4,4,41913,0,66816,6,6,2,2
25,15,23960,1,81790,20,6,2,2
29,1,12543,0,69190,2,6,0,0
24,13,21241,1,54213,4,4,0,0
28,3,34388,0,86862,0,6,0,0
35,13,2149,1,26986,20,0,0,0
14,8,2185,0,75343,4,4,2,2
20,9,3316,0,48518,1,6,0,0
26,15,43075,1,64909,15,6,2,2
5,6,36670,0,97949,22,0,1,1
22,6,17520,0,69839,20,4,1,1
0,12,14249,0,68589,10,0,0,0
18,0,25353,0,25332,18,4,1,1
23,10,48996,1,14329,1,4,2,2
16,4,6922,0,22364,5,4,2,2
2,2,10466,0,70479,7,2,1,1
17,14,36150,0,43053,22,5,0,0
34,11,39972,0,32051,15,0,0,0
13,5,23693,0,59797,8,2,1,1
25,15,2371,0,37787,2,2,2,2
24,13,530,1,39865,2,6,0,0
3,2,45301,0,36670,4,0,1,1
28,3,30270,0,47116,2,3,0,0
7,7,38252,0,33249,14,6,1,1
0,12,37487,0,52902,21,0,0,0
29,1,31723,0,23162,5,4,0,0
0,12,47993,0,76034,8,6,0,0
5,6,22901,0,57425,22,0,1,1
18,0,42880,0,79444,12,3,1,1
5,6,34465,0,5897,12,3,1,1
2,2,45828,0,29440,23,2,1,1
13,5,49438,0,78505,4,1,1,1
19,0,19091,0,52184,17,2,1,1
3,2,31285,0,75399,22,1,1,1
13,5,5675,0,52735,20,4,1,1
35,13,31617,1,73808,0,5,0,0
10,5,36876,0,81239,11,1,1,1
32,0,17549,0,56869,17,3,1,1
11,3,27857,0,48376,20,4,0,0
33,2,39020,0,86405,2,4,1,1
23,10,40484,1,58461,8,3,2,2
4,4,15401,0,26673,4,6,2,2
35,13,7464,1,97438,11,5,0,0
24,13,1000,1,45493,13,6,0,0
6,12,30979,0,3481,2,4,0,0
14,8,35910,0,69085,3,2,2,2
30,9,45652,0,92087,9,5,0,0
10,5,16841,0,22824,17,5,1,1
9,8,3578,1,61443,19,4,2,2
29,1,43378,0,36061,4,5,0,0
28,3,19268,0,85619,14,6,0,0
10,5,20773,0,64025,4,2,1,1
8,10,32910,0,60529,12,0,2,2
21,6,34795,0,40467,4,4,1,1
10,5,1304,0,45953,3,6,1,1
17,14,15579,0,66200,13,1,0,0
7,7,2031,0,73237,18,1,1,1
24,13,25845,1,86605,5,2,0,0
10,5,27450,0,32004,1,1,1,1
34,11,39773,0,43660,10,2,0,0
14,8,38178,0,71456,3,6,2,2
24,13,45223,1,92923,20,5,0,0
15,11,43106,0,74535,4,3,0,0
31,1,12167,0,42128,14,2,0,0
33,2,27051,0,40260,3,2,1,1
35,13,7097,1,17741,9,4,0,0
1,7,39183,0,30932,12,6,1,1
12,14,45198,0,62969,2,2,0,0
12,14,25492,0,64914,13,3,0,0
8,10,14929,0,4724,14,0,2,2
7,7,14685,0,97803,13,5,1,1
14,8,11704,1,58077,1,3,2,2
33,2,16273,0,56540,10,0,1,1
13,5,25931,0,80651,18,1,1,1
11,3,30043,0,6059,4,0,0,0
22,6,25488,0,68149,16,3,1,1
9,8,28906,1,52671,20,2,2,2
4,4,27786,0,39090,21,2,2,2
24,13,42442,1,59704,2,0,0,0
8,10,25860,0,54706,17,3,2,2
26,15,29832,1,77873,10,0,2,2
4,4,16489,1,42977,11,6,2,2
28,3,7581,0,93066,10,2,0,0
29,1,47736,0,67565,20,2,0,0
13,5,2977,0,22898,6,4,1,1
8,10,11822,1,93829,8,5,2,2
6,12,47951,0,58991,3,2,0,0
28,3,13394,0,963,8,3,0,0
27,15,32712,1,65858,17,6,2,2
30,9,14313,0,77683,0,5,0,0
16,4,29058,1,10907,8,2,2,2
18,0,18326,0,81733,14,3,1,1
21,6,9816,0,7717,17,4,1,1
21,6,2225,0,87924,7,1,1,1
3,2,3313,0,14772,23,0,1,1
23,10,40148,0,87128,11,6,2,2
16,4,2448,1,12706,14,2,2,2
17,14,4534,0,99910,10,1,0,0
6,12,8917,0,16493,14,6,0,0
2,2,27216,0,69266,13,5,1,1
21,6,37545,0,96146,15,3,1,1
20,9,28087,0,80302,9,3,0,0
12,14,40358,0,74245,14,4,0,0
30,9,40038,0,31003,5,0,0,0
14,8,7846,0,3643,3,3,2,2
9,8,27234,1,6462,4,4,2,2
14,8,42083,1,26870,9,6,2,2
1,7,20270,0,39858,1,5,1,1
26,15,45046,0,44184,12,4,2,2
26,15,12815,0,43821,9,4,2,2
30,9,42413,0,18293,21,3,0,0
16,4,30408,0,54757,19,1,2,2
6,12,36484,0,70739,20,3,0,0
33,2,4439,0,20069,18,1,1,1
33,2,41159,0,70528,13,3,1,1
8,10,49352,1,40907,2,0,2,2
5,6,27223,0,11876,14,4,1,1
17,14,19933,0,28829,21,5,0,0
8,10,24624,1,5401,4,5,2,2
4,4,31731,1,66043,0,3,2,2
33,2,48101,0,69132,2,3,1,1
35,13,33926,1,89198,0,2,0,0
5,6,25500,0,94043,18,5,1,1
27,15,2985,0,90553,1,2,2,2
33,2,3123,0,14013,16,5,1,1
25,15,49808,0,41413,1,4,2,2
3,2,12718,0,38060,14,1,1,1
4,4,17968,1,20071,4,3,2,2
28,3,40925,0,73851,9,5,0,0
9,8,36103,1,42244,8,1,2,2
0,12,11324,0,9837,4,3,0,0
4,4,8624,1,4300,10,3,2,2
11,3,3625,0,11787,9,1,0,0
23,10,40490,0,47112,5,3,2,2
14,8,49628,0,61539,20,0,2,2
29,1,6474,0,60214,3,3,0,0
30,9,14766,0,19337,1,3,0,0
17,14,12116,0,92199,6,5,0,0
33,2,32049,0,4466,23,5,1,1
11,3,31468,0,60955,18,3,0,0
12,14,33388,0,13991,11,0,0,0
2,2,42662,0,9796,17,2,1,1
13,5,15735,0,81879,2,0,1,1
20,9,4429,0,45158,11,5,0,0
34,11,35786,0,91481,17,6,0,0
29,1,7592,0,78116,3,2,0,0
2,2,6499,0,58855,0,4,1,1
10,5,39307,0,14753,4,6,1,1
33,2,42370,0,87029,19,5,1,1
14,8,38161,1,99457,22,3,2,2
35,13,29786,1,70132,6,2,0,0
4,4,13578,0,89827,9,3,2,2
6,12,47141,0,45623,1,0,0,0
10,5,19379,0,8680,19,5,1,1
25,15,36802,0,47586,23,0,2,2
26,15,28392,0,92541,20,1,2,2
2,2,25186,0,53719,8,6,1,1
14,8,31221,1,18728,13,4,2,2
17,14,10210,0,38310,11,5,0,0
35,13,4801,1,85485,17,3,0,0
20,9,8998,0,11597,5,2,0,0
16,4,40945,0,24066,16,2,2,2
16,4,23385,1,30088,10,4,2,2
25,15,32747,1,96302,18,6,2,2
34,11,2292,0,5463,20,0,0,0
12,14,38128,0,63615,10,6,0,0
24,13,30570,1,68257,13,6,0,0
19,0,41431,0,97714,4,5,1,1
0,12,22614,0,70627,11,3,0,0
16,4,37715,0,96682,2,4,2,2
17,14,19053,0,22455,14,4,0,0
1,7,41341,0,62518,7,1,1,1
22,6,19220,0,97149,9,3,1,1
6,12,5507,0,17122,0,5,0,0
7,7,8786,0,81213,18,1,1,1
1,7,48690,0,15121,11,2,1,1
24,13,24333,1,23489,21,0,0,0
30,9,34662,0,4837,14,4,0,0
35,13,32602,1,99165,19,0,0,0
18,0,28947,0,95658,0,4,1,1
9,8,3660,1,84682,0,1,2,2
21,6,30509,0,52764,16,3,1,1
30,9,24990,0,90089,2,0,0,0
20,9,9612,0,70026,18,1,0,0
6,12,25135,0,89431,8,3,0,0
11,3,28397,0,80517,16,4,0,0
33,2,17603,0,13381,14,0,1,1
4,4,48223,0,88565,19,1,2,2
2,2,45338,0,24082,6,3,1,1
26,15,883,1,54403,10,0,2,2
16,4,14479,1,95560,21,1,2,2
14,8,1653,0,81685,4,0,2,2
14,8,46504,0,16225,22,6,2,2
10,5,7364,0,91680,9,4,1,1
6,12,43385,0,10424,1,4,0,0
7,7,45465,0,88000,17,3,1,1
8,10,18272,0,8677,10,6,2,2
3,2,17023,0,35190,2,4,1,1
29,1,13251,0,80493,20,6,0,0
30,9,9528,0,71361,15,1,0,0
11,3,46984,0,34447,16,0,0,0
31,1,37543,0,95860,9,0,0,0
27,15,9855,1,86072,3,4,2,2
22,6,25690,0,35422,21,2,1,1
10,5,33876,0,93247,7,4,1,1
34,11,47794,0,9688,13,6,0,0
27,15,45271,0,63685,12,1,2,2
2,2,19946,0,53009,12,5,1,1
17,14,5372,0,60745,14,2,0,0
14,8,36438,0,5655,11,6,2,2
6,12,7097,0,83156,8,6,0,0
30,9,41570,0,57907,11,1,0,0
35,13,12754,1,3824,18,0,0,0
20,9,4228,0,71351,6,4,0,0
20,9,1175,0,5355,10,4,0,0
2,2,2905,0,53650,9,1,1,1
4,4,48665,0,76436,14,6,2,2
22,6,9379,0,64580,18,4,1,1
30,9,16004,0,92420,12,4,0,0
26,15,41562,0,7048,23,2,2,2
4,4,38834,1,8883,20,0,2,2
30,9,4235,0,27060,9,1,0,0
13,5,8016,0,90164,5,1,1,1
3,2,3087,0,78236,21,3,1,1
31,1,18049,0,19012,11,2,0,0
23,10,36368,0,22127,23,1,2,2
21,6,6651,0,83363,20,2,1,1
8,10,32013,1,11080,6,3,2,2
8,10,46416,0,85926,0,2,2,2
34,11,45474,0,17132,9,5,0,0
7,7,27102,0,31859,22,3,1,1
23,10,40211,0,12037,13,3,2,2
17,14,399,0,73600,17,6,0,0
28,3,40661,0,47935,15,2,0,0
4,4,18215,0,7455,19,4,2,2
24,13,32705,1,23611,6,3,0,0
22,6,23967,0,37863,12,5,1,1
7,7,40523,0,99906,14,2,1,1
28,3,35316,0,23553,4,3,0,0
30,9,4743,0,31341,19,0,0,0
33,2,13125,0,98422,19,5,1,1
32,0,21473,0,30355,11,0,1,1
15,11,24710,0,29422,8,6,0,0
30,9,28664,0,19497,20,5,0,0
23,10,24576,0,18378,19,2,2,2
17,14,13352,0,44525,18,1,0,0
5,6,9045,0,15063,4,3,1,1
15,11,49929,0,45533,0,6,0,0
8,10,37987,1,72950,10,6,2,2
34,11,14284,0,78039,13,3,0,0
1,7,47942,0,56613,12,1,1,1
19,0,28558,0,76451,2,6,1,1
27,15,2998,1,5750,10,3,2,2
34,11,31509,0,91811,11,0,0,0
30,9,5545,0,73702,6,2,0,0
15,11,8797,0,47476,11,2,0,0
31,1,31543,0,88191,20,2,0,0
4,4,29908,0,61286,7,2,2,2
23,10,41178,0,61356,0,0,2,2
29,1,45369,0,44134,3,6,0,0
6,12,49441,0,35861,18,6,0,0
29,1,48318,0,7684,10,5,0,0
21,6,25197,0,48418,4,3,1,1
17,14,11586,0,85457,10,0,0,0
14,8,22049,1,31778,13,6,2,2
30,9,49459,0,98150,15,2,0,0
33,2,17621,0,66503,22,5,1,1
1,7,4252,0,49365,17,4,1,1
30,9,30912,0,93538,4,6,0,0
16,4,44225,1,91362,23,5,2,2
4,4,5354,0,51707,3,4,2,2
31,1,10898,0,36668,2,1,0,0
30,9,13486,0,68747,13,3,0,0
6,12,44821,0,71466,0,2,0,0
17,14,29188,0,97193,8,4,0,0
0,12,4225,0,3388,13,6,0,0
34,11,43075,0,85179,20,3,0,0
16,4,20028,0,74850,0,2,2,2
23,10,14962,0,63970,22,5,2,2
21,6,23242,0,37774,17,2,1,1
23,10,12045,0,23484,5,0,2,2
8,10,7762,0,5893,9,3,2,2
16,4,24326,0,24682,8,5,2,2
33,2,9795,0,49378,9,2,1,1
0,12,1733,0,53526,17,4,0,0
16,4,10327,0,1062,14,1,2,2
6,12,19094,0,99349,2,1,0,0
16,4,45263,1,15221,7,1,2,2
21,6,44533,0,72715,7,1,1,1
27,15,40569,0,29383,7,2,2,2
29,1,3706,0,80211,4,4,0,0
19,0,12926,0,3455,19,6,1,1
29,1,12843,0,64786,11,3,0,0
17,14,9795,0,94342,11,1,0,0
13,5,898,0,37809,16,4,1,1
6,12,36867,0,11981,19,5,0,0
34,11,19015,0,21968,3,1,0,0
15,11,38581,0,78872,22,6,0,0
9,8,31204,1,69352,6,4,2,2
10,5,533,0,54168,1,4,1,1
15,11,36525,0,61070,7,0,0,0
14,8,25119,0,38440,4,0,2,2
5,6,38452,0,40334,11,4,1,1
32,0,260,0,20688,22,0,1,1
30,9,42948,0,87782,2,2,0,0
23,10,45178,1,85013,3,0,2,2
11,3,32412,0,9245,6,2,0,0
20,9,17002,0,82812,5,6,0,0
11,3,33688,0,96570,4,1,0,0
1,7,38219,0,8169,15,2,1,1
4,4,23521,0,21905,9,5,2,2
17,14,41797,0,47159,5,5,0,0
0,12,33776,0,25903,13,3,0,0
28,3,35732,0,42784,9,3,0,0
7,7,6380,0,70547,9,1,1,1
35,13,9075,1,68417,19,1,0,0
20,9,22402,0,21868,15,0,0,0
35,13,12448,1,73724,22,2,0,0
34,11,5106,0,15778,23,1,0,0
20,9,20519,0,91077,12,5,0,0
16,4,11385,0,93547,20,2,2,2
28,3,8535,0,91495,11,2,0,0
0,12,13852,0,17567,13,6,0,0
28,3,1332,0,63972,11,2,0,0
21,6,7165,0,4798,0,5,1,1
30,9,16681,0,6172,0,6,0,0
26,15,8212,1,79378,8,5,2,2
23,10,2017,0,12398,14,2,2,2
17,14,10622,0,66119,3,1,0,0
31,1,37988,0,2332,1,6,0,0
9,8,11357,0,99330,10,6,2,2
28,3,33142,0,93267,14,3,0,0
23,10,44240,0,14567,5,4,2,2
13,5,14142,0,67903,8,6,1,1
11,3,8201,0,61566,0,1,0,0
20,9,46285,0,38284,8,0,0,0
29,1,32455,0,15667,12,6,0,0
16,4,45126,0,58690,6,6,2,2
6,12,12472,0,9623,15,3,0,0
8,10,44281,0,64941,14,5,2,2
13,5,34353,0,86817,18,5,1,1
28,3,25974,0,53010,15,6,0,0
8,10,23936,1,26594,9,4,2,2
10,5,15361,0,56166,0,1,1,1
7,7,49665,0,84888,5,0,1,1
20,9,31854,0,67532,16,1,0,0
4,4,8107,0,33358,6,4,2,2
18,0,8921,0,4395,12,0,1,1
29,1,44540,0,4006,3,4,0,0
3,2,19941,0,82022,8,3,1,1
29,1,30641,0,26967,8,2,0,0
20,9,35649,0,45538,14,6,0,0
5,6,7907,0,50783,11,2,1,1
13,5,30224,0,5216,11,4,1,1
0,12,32309,0,56950,2,2,0,0
13,5,7268,0,75060,17,5,1,1
20,9,36947,0,20987,1,5,0,0
13,5,32520,0,77969,4,6,1,1
6,12,4125,0,4189,20,1,0,0
24,13,22963,1,97762,13,1,0,0
33,2,6479,0,56618,16,4,1,1
34,11,3799,0,87170,2,0,0,0
18,0,20553,0,78164,20,6,1,1
0,12,22224,0,22753,21,3,0,0
5,6,43207,0,55874,20,0,1,1
1,7,45710,0,62064,18,1,1,1
33,2,37478,0,51657,16,3,1,1
30,9,45376,0,88988,8,5,0,0
20,9,11020,0,81086,15,2,0,0
15,11,32668,0,83788,10,6,0,0
6,12,3215,0,39470,2,1,0,0
18,0,48785,0,12553,15,0,1,1
33,2,4508,0,74742,4,6,1,1
15,11,22861,0,10548,15,4,0,0
6,12,43580,0,71272,6,3,0,0
34,11,16566,0,82415,10,5,0,0
8,10,41246,0,92687,11,5,2,2
30,9,43406,0,97782,6,3,0,0
15,11,34327,0,26799,13,5,0,0
35,13,9961,1,98336,4,6,0,0
34,11,20983,0,8944,20,3,0,0
34,11,18911,0,85178,7,3,0,0
19,0,15729,0,15384,19,2,1,1
26,15,20451,1,61338,2,4,2,2
15,11,13337,0,21387,9,1,0,0
27,15,18304,1,86833,1,0,2,2
22,6,31940,0,3109,12,5,1,1
2,2,19628,0,8833,12,0,1,1
29,1,47563,0,18923,17,6,0,0
11,3,32635,0,12329,20,6,0,0
33,2,38394,0,97131,17,6,1,1
15,11,9555,0,14500,23,3,0,0
7,7,26863,0,33832,19,1,1,1
20,9,45950,0,15306,9,3,0,0
30,9,18301,0,19493,12,5,0,0
17,14,1481,0,85093,13,2,0,0
22,6,44113,0,31914,12,0,1,1
6,12,45008,0,16497,8,6,0,0
16,4,615,0,52008,15,0,2,2
31,1,19591,0,28075,7,3,0,0
2,2,26726,0,4940,11,1,1,1
20,9,48396,0,54627,3,4,0,0
28,3,45875,0,34705,1,5,0,0
17,14,39560,0,96081,22,6,0,0
4,4,3514,0,84566,4,4,2,2
4,4,301,0,53015,2,5,2,2
2,2,5489,0,15026,4,3,1,1
24,13,21032,1,59677,18,3,0,0
1,7,45153,0,78228,21,3,1,1
14,8,27264,0,48682,6,4,2,2
10,5,1458,0,3510,10,0,1,1
29,1,13093,0,34812,21,6,0,0
5,6,40601,0,56717,7,2,1,1
35,13,24212,1,22798,19,0,0,0
25,15,34561,1,57537,15,2,2,2
28,3,46864,0,27126,16,4,0,0
6,12,25139,0,17565,15,1,0,0
9,8,47725,0,89260,14,4,2,2
23,10,9664,1,4271,4,2,2,2
18,0,29655,0,33047,19,5,1,1
31,1,30828,0,17959,17,3,0,0
9,8,46529,1,55981,12,1,2,2
31,1,36603,0,8200,8,5,0,0
19,0,23319,0,79978,12,5,1,1
27,15,33165,0,81719,8,6,2,2
13,5,8766,0,73842,20,4,1,1
1,7,33113,0,65097,10,4,1,1
35,13,20895,1,93594,3,6,0,0
24,13,7757,1,41560,0,5,0,0
20,9,49109,0,47763,13,1,0,0
7,7,33980,0,41526,19,1,1,1
2,2,32296,0,20326,6,0,1,1
21,6,9840,0,7652,11,6,1,1
5,6,17154,0,21937,3,0,1,1
15,11,32534,0,5846,2,2,0,0
20,9,32408,0,15244,18,0,0,0
11,3,6232,0,27203,22,1,0,0
23,10,37012,1,87418,15,1,2,2
25,15,37507,1,24167,22,0,2,2
19,0,44461,0,12860,22,3,1,1
0,12,25932,0,49463,20,1,0,0
3,2,1992,0,11125,22,2,1,1
16,4,39041,0,86746,6,3,2,2
22,6,40887,0,59888,18,3,1,1
14,8,42281,1,37587,16,3,2,2
29,1,6165,0,52779,14,0,0,0
19,0,5945,0,3188,11,5,1,1
13,5,18773,0,85325,5,2,1,1
11,3,32268,0,57170,11,1,0,0
24,13,43715,1,13097,17,5,0,0
20,9,25533,0,62947,5,1,0,0
29,1,24232,0,80960,11,4,0,0
15,11,2750,0,67784,13,4,0,0
18,0,45073,0,94037,1,3,1,1
29,1,30785,0,57825,14,6,0,0
0,12,8474,0,90194,16,2,0,0
34,11,37359,0,6755,1,0,0,0
22,6,7153,0,67432,8,1,1,1
11,3,43409,0,94912,20,0,0,0
17,14,38475,0,11217,21,4,0,0
11,3,11867,0,24382,21,6,0,0
29,1,46262,0,39513,6,3,0,0
16,4,22469,0,25035,14,5,2,2
29,1,44232,0,14436,17,1,0,0
27,15,7746,1,2243,19,3,2,2
16,4,43204,0,98049,9,2,2,2
6,12,45363,0,88816,9,6,0,0
0,12,8297,0,18209,15,3,0,0
28,3,45715,0,25170,5,4,0,0
30,9,42681,0,32190,19,1,0,0
29,1,30471,0,19920,13,3,0,0
